method,normalized_path,classification,success_events,failed_events,pages,actions,http_statuses,business_statuses,evidence_sources
GET,/admin/channel/promotion/domain/list,ACTIVE,4,0,/site-management/domain-management,Apply registered filters via Search | Reset | Search | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/channel/promotion/effect,UNDOCUMENTED_ACTIVE,1,0,/promo-marketing/effect-evaluation,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/channel/promotion/firstDeposit,UNDOCUMENTED_ACTIVE,1,0,/promo-marketing/first-deposit-daily-active,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/channel/promotion/register,UNDOCUMENTED_ACTIVE,1,0,/promo-marketing/register-daily-active,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/channel/promotion/satistic,UNDOCUMENTED_ACTIVE,2,0,/promo-marketing/statistical-reports,Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/client/version/list,ACTIVE,1,0,/operations/client-config,版本号管理,200,True,fat-admin-endpoint-summary.csv
GET,/admin/domain/listForSelect,ACTIVE,1,0,/operations/advertisement-tracking,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/filcoin/order/list,ACTIVE,1,0,/payment/recharge-card-orders/list,Token Mall Orders,200,True,fat-admin-endpoint-summary.csv
GET,/admin/finance/deposit/export,ACTIVE_FAILED,0,1,Deposit Record,export,200,false,record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/finance/member/wallet,ACTIVE,3,0,/member-center/list | Member / Member Detail,The remaining purchases are free to rotate → records | View Details,200,True,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv
GET,/admin/finance/payment/bank/list,ACTIVE,1,0,/payment/channel-ordersV2,银行列表,200,True,fat-admin-endpoint-summary.csv
GET,/admin/finance/payment/channel/list,ACTIVE,2,0,/payment/channel-ordersV2,Deposit Merchant Config | 提现商户配置,200,True,fat-admin-endpoint-summary.csv
GET,/admin/finance/payment/deposit/channels,ACTIVE,3,0,/payment/recharge-orders/list | /risk-control/dw-audit | Member / Member Detail,Deposit Order | Deposit Record | page initialization,200,True,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv
GET,/admin/finance/payment/platform/list,ACTIVE,5,0,/payment/channel-ordersV2,Apply registered filters via Query | Query | Reset | Withdrawal Channel Config | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/finance/payment/withdraw/channels,ACTIVE,4,0,/payment/withdraw-orders/list | /risk-control/dw-audit | Member / Member Detail,Withdrawal Order | Withdrawal Record | page initialization,200,True,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv
GET,/admin/finance/transaction/types,ACTIVE,4,0,/payment/transaction-orders | Member / Member Detail | Wallet Transaction Change,Reset | Reset / Reset Data | Wallet Transaction Change | page initialization,200,True | true,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/finance/turnover/change/list,ACTIVE,1,0,Turnover Detail,异动记录,200,true,record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/finance/turnover/change/types,ACTIVE,1,0,Turnover Detail,异动记录,200,true,record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/finance/turnover/list,ACTIVE,3,0,Member / Member Detail | Turnover Detail,Balance → Turnover Details | Query / 查 询 | Turnover Detail,200,True | true,record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/finance/withdraws/limit/list,ACTIVE,2,0,/risk-control/temporary-restriction-list,2 | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/group/list,ACTIVE,2,0,/system/role | /system/staff,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/home/section/detail,ACTIVE,11,0,/operations/home-sections,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/home/section/list,ACTIVE,1,0,/operations/home-sections,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/hotBetNotice/list,ACTIVE,4,0,/operations/jackpot-board,Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/kyc/approved/count,ACTIVE,2,0,/kyc,initialize approval counts | page initialization,200,True | true,fat-admin-endpoint-summary.csv | record-flow-kyc-page-action-endpoint.csv
GET,/admin/kyc/config/info,ACTIVE,2,0,/kyc,EKYC Config | EKYC Config open,200,True | true,fat-admin-endpoint-summary.csv | record-flow-kyc-page-action-endpoint.csv
GET,/admin/kyc/detail,ACTIVE,4,0,/member-center/list | Member / Member Detail,KYC Records | The remaining purchases are free to rotate → records | View Details,200,True,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv
GET,/admin/kyc/ekyc/log,ACTIVE,1,0,,Change Log,200,true,record-flow-kyc-page-action-endpoint.csv
GET,/admin/log/list,ACTIVE,8,0,/logs/list,2 | 3 | 4 | 5 | 6 | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/mall/goods/list,ACTIVE,5,0,/operations/mall-management,2 | Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/mall/order/list,ACTIVE,1,0,/operations/mall-management,View,200,True,fat-admin-endpoint-summary.csv
GET,/admin/marquee/list,ACTIVE,7,0,/operations/marquee-management,Apply registered filters via Query | Query | Reset | create | delete | edit | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/me/detail,ACTIVE,58,1,/agency-management/agency-statistical | /game/bet-orders | /gamev2/freespin-grants | /gamev2/freespin-import-logs | /gamev2/game-management | /gamev2/manufacturer-management | /gamev2/venue-settings | /home | /kyc | /logs/list | /member-center/list | /member-management/inviter-transfer-records | /member-management/vip-checkin-log | /member-management/vip-config | /member-management/vip-rewards | /operations/activity-expenditure-audit | /operations/activity-list | /operations/advertisement-tracking | /operations/client-config | /operations/daily-reports | /operations/friend-invite | /operations/home-sections | /operations/in-site-message | /operations/jackpot-board | /operations/mall-management | /operations/marquee-management | /operations/material-management | /operations/message-templates | /operations/ops-tools | /operations/recharge-template | /payment/betting-slip/list | /payment/channel-ordersV2 | /payment/recharge-card-orders/list | /payment/recharge-orders/list | /payment/transaction-orders | /payment/withdraw-orders/list | /promo-marketing/channels | /promo-marketing/effect-evaluation | /promo-marketing/first-deposit-daily-active | /promo-marketing/promotion-data | /promo-marketing/register-daily-active | /promo-marketing/statistical-reports | /report-management/game-platform-report/list | /report-management/game-reports/list | /report-management/game-types-report/list | /report-management/member-daily-game-stats | /report-management/member-daily-stats | /risk-control/dw-audit | /risk-control/risk-logs | /risk-control/temporary-restriction-list | /risk-control/up-down-score | /site-management/domain-management | /system/order-monitor | /system/role | /system/sms-otp | /system/staff | /whitelist/list | login,login flow | page initialization,200,False | True,fat-admin-endpoint-summary.csv
GET,/admin/member/buyfeature/list,ACTIVE,1,0,Member / Member Detail,The remaining purchases are free to rotate → records,200,True,record-flow-member-action-endpoint.csv
GET,/admin/member/change/logs,ACTIVE,3,0,Member / Member Detail,Phone Number → View History | Real Name → View History | Restricted Status → Ban Records,200,True,record-flow-member-action-endpoint.csv
GET,/admin/member/deposit/multiple/log,ACTIVE,2,0,Member / Member Detail | Member Detail,General recharge rate → operating record,200,True,record-flow-member-action-endpoint.csv | record-flow-member-write-action-endpoint.csv
GET,/admin/member/detail,ACTIVE,4,0,/member-center/list | Member / Member Detail,Risk Control Log | The remaining purchases are free to rotate → records | View Details,200,True,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv
GET,/admin/member/limitation/state/info,ACTIVE,3,0,Member / Member Detail,Function Limitation | Function Limitation: Deposit Lock | Function Limitation: Deposit Restore,200,True,record-flow-member-action-endpoint.csv
GET,/admin/member/log/list,ACTIVE,5,0,Login Logs | Member / Member Detail,Login Logs | Query / 查 询 | Registration Information → Login Logs | Reset / Reset Data | page_size,200,True | true,record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/member/log/listv1,ACTIVE,4,0,Login Logs (New) | Member / Member Detail,Login Logs (New) | Query / 查 询 | Reset / Reset Data | page_size,200,True | true,record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/member/risk/log,ACTIVE,7,0,/risk-control/risk-logs | Member / Member Detail | Risk Control Log,Apply registered filters via Query | Query | Query / 查 询 | Reset | Reset / Reset Data | Risk Control Log | page initialization,200,True | true,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/member/vip/level/list,ACTIVE,5,0,Member / Member Detail | Member Detail | VIP Level Log,Query / 查 询 | Reset / Reset Data | VIP Level Log | page_size,200,True | true,record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv | record-flow-member-write-action-endpoint.csv
GET,/admin/message/list,ACTIVE,7,0,/operations/in-site-message,2 | 3 | 4 | Query | Reset | Single Send Record | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/message/reads,UNDOCUMENTED_ACTIVE,1,0,/operations/in-site-message,View,200,True,fat-admin-endpoint-summary.csv
GET,/admin/message/templates/list,ACTIVE,5,0,/operations/message-templates,2 | Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/notify/audit/alarm,ACTIVE,63,0,/agency-management/agency-statistical | /game/bet-orders | /gamev2/freespin-grants | /gamev2/freespin-import-logs | /gamev2/game-management | /gamev2/manufacturer-management | /gamev2/venue-settings | /home | /kyc | /logs/list | /member-center/list | /member-management/inviter-transfer-records | /member-management/vip-checkin-log | /member-management/vip-config | /member-management/vip-rewards | /operations/activity-expenditure-audit | /operations/activity-list | /operations/advertisement-tracking | /operations/client-config | /operations/daily-reports | /operations/friend-invite | /operations/home-sections | /operations/in-site-message | /operations/jackpot-board | /operations/mall-management | /operations/marquee-management | /operations/material-management | /operations/message-templates | /operations/ops-tools | /operations/recharge-template | /payment/betting-slip/list | /payment/channel-ordersV2 | /payment/recharge-card-orders/list | /payment/recharge-orders/list | /payment/transaction-orders | /payment/withdraw-orders/list | /promo-marketing/channels | /promo-marketing/effect-evaluation | /promo-marketing/first-deposit-daily-active | /promo-marketing/promotion-data | /promo-marketing/register-daily-active | /promo-marketing/statistical-reports | /report-management/game-platform-report/list | /report-management/game-reports/list | /report-management/game-types-report/list | /report-management/member-daily-game-stats | /report-management/member-daily-stats | /risk-control/dw-audit | /risk-control/risk-logs | /risk-control/temporary-restriction-list | /risk-control/up-down-score | /site-management/domain-management | /system/order-monitor | /system/role | /system/sms-otp | /system/staff | /whitelist/list | login,Apply registered filters via Query | Query | View | login flow | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/priv/by/group,ACTIVE,1,0,/system/role,Permissions,200,True,fat-admin-endpoint-summary.csv
GET,/admin/priv/check,ACTIVE,19,0,/gamev2/freespin-grants | /member-center/list | /operations/marquee-management | /report-management/game-platform-report/list | /report-management/game-reports/list | /report-management/game-types-report/list | /risk-control/up-down-score | Member / Member Detail,Function Limitation | Total Top-ups → View Credit/Debit Records | VIP Level Log | View Details | XP Growth Log | page initialization,200,True,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv
GET,/admin/priv/list,ACTIVE,20,0,/system/role,Permissions,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/flip/card/report,UNDOCUMENTED_ACTIVE,2,0,/operations/activity-list,View Report,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/free/spin/import/log,ACTIVE,1,0,/gamev2/freespin-import-logs,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/free/spin/list,ACTIVE,1,0,/gamev2/freespin-grants,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/invite/base/list,ACTIVE,4,0,/operations/friend-invite,Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/invite/friends/transfer/list,ACTIVE,4,0,/member-management/inviter-transfer-records,Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/list,ACTIVE,7,0,/gamev2/freespin-grants | /operations/activity-list | /operations/client-config,Apply registered filters via Query | Limited-Time Event (Expired) | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/turntable/reward/give/list,MISCLASSIFIED,1,0,/operations/activity-list,View Give Record,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/turntable/reward/goods/list,MISCLASSIFIED,1,0,/operations/activity-list,View Rotation Record,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/turntable/reward/lottery/list,UNDOCUMENTED_ACTIVE,1,0,/operations/activity-list,View Rotation Record,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/vip/log/list,ACTIVE,1,0,/member-management/vip-rewards,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/promo/vip/sign/in/list,ACTIVE,4,0,/member-management/vip-checkin-log,Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/agency,ACTIVE,4,0,/agency-management/agency-statistical,Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/bi/basic,ACTIVE,5,0,/home | login,Apply registered filters via Search | Reset | Search | login flow | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/bi/chart,UNDOCUMENTED_ACTIVE,2,0,/home | login,login flow | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/channel,ACTIVE,4,0,/operations/daily-reports,Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/game/node,ACTIVE,7,0,/report-management/game-reports/list,2 | 3 | 4 | Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/gameclass/node,ACTIVE,6,0,/report-management/game-types-report/list,2 | 3 | Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/invite,ACTIVE,1,0,/report-management/member-daily-stats,Invite,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/member,ACTIVE,3,0,/report-management/member-daily-stats,page initialization | 查 询 | 重 置,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/member-daily-game/aggregate,ACTIVE,2,0,/report-management/member-daily-game-stats,page initialization | 查 询,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/member-daily-game/detail,ACTIVE,3,0,Game Stats | Member / Member Detail,Game Stats | Query / 查 询 | Reset / Reset Data,200,True | true,record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/reports/member/detail,ACTIVE,3,0,Daily Statistics | Member / Member Detail,Daily Statistics | Query / 查 询 | Reset / Reset Data,200,True | true,record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/reports/provider/order/compare/daily,ACTIVE,7,0,/system/order-monitor,2 | 3 | 4 | Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/reports/venue/node,ACTIVE,6,0,/report-management/game-platform-report/list,2 | 3 | Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/shop/gs/list,ACTIVE,1,0,/operations/client-config,Shop Client,200,True,fat-admin-endpoint-summary.csv
GET,/admin/sms/conf/list,ACTIVE,1,0,/system/sms-otp,SMS Provider Configuration,200,True,fat-admin-endpoint-summary.csv
GET,/admin/sms/list,ACTIVE,10,0,/system/sms-otp,15 | 2 | 3 | 4 | 5 | Apply registered filters via Query | Query | Reset | page initialization | •••,200,True,fat-admin-endpoint-summary.csv
GET,/admin/superior/log,ACTIVE,1,0,Member / Member Detail,Referrer ID → View History,200,True,record-flow-member-action-endpoint.csv
GET,/admin/sys/config/compliance/status,UNDOCUMENTED_ACTIVE,58,0,/agency-management/agency-statistical | /game/bet-orders | /gamev2/freespin-grants | /gamev2/freespin-import-logs | /gamev2/game-management | /gamev2/manufacturer-management | /gamev2/venue-settings | /home | /kyc | /logs/list | /member-center/list | /member-management/inviter-transfer-records | /member-management/vip-checkin-log | /member-management/vip-config | /member-management/vip-rewards | /operations/activity-expenditure-audit | /operations/activity-list | /operations/advertisement-tracking | /operations/client-config | /operations/daily-reports | /operations/friend-invite | /operations/home-sections | /operations/in-site-message | /operations/jackpot-board | /operations/mall-management | /operations/marquee-management | /operations/material-management | /operations/message-templates | /operations/ops-tools | /operations/recharge-template | /payment/betting-slip/list | /payment/channel-ordersV2 | /payment/recharge-card-orders/list | /payment/recharge-orders/list | /payment/transaction-orders | /payment/withdraw-orders/list | /promo-marketing/channels | /promo-marketing/effect-evaluation | /promo-marketing/first-deposit-daily-active | /promo-marketing/promotion-data | /promo-marketing/register-daily-active | /promo-marketing/statistical-reports | /report-management/game-platform-report/list | /report-management/game-reports/list | /report-management/game-types-report/list | /report-management/member-daily-game-stats | /report-management/member-daily-stats | /risk-control/dw-audit | /risk-control/risk-logs | /risk-control/temporary-restriction-list | /risk-control/up-down-score | /site-management/domain-management | /system/order-monitor | /system/role | /system/sms-otp | /system/staff | /whitelist/list | login,login flow | page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/vip/config/listv2,ACTIVE,1,0,/member-management/vip-config,page initialization,200,True,fat-admin-endpoint-summary.csv
GET,/admin/vip/xp/list,ACTIVE,6,0,/member-center/list | Member / Member Detail | XP Growth Log,Member Level → XP Turnover | Query / 查 询 | Reset / Reset Data | XP Growth Log | page_size,200,True | true,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
GET,/admin/whiteList/list,ACTIVE,4,0,/whitelist/list,Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
POST,/admin/ad/material/list,ACTIVE,7,0,/operations/material-management,2 | 3 | 4 | Apply registered filters via Query | Query | Reset | page initialization,200,None | True,fat-admin-endpoint-summary.csv
POST,/admin/banner/list,ACTIVE,18,0,/operations/client-config,Apply registered filters via Query | Query | Reset | glife1 | glife2 | h5/app Filplay | h5/app Filslots | h5/app Fligame | lazada | maya | page initialization | pagor声明 | 中间banner | 加载页banner | 底部公示 | 站点logo | 自媒体号 | 首页弹窗,200,True,fat-admin-endpoint-summary.csv
POST,/admin/dict/venues,UNDOCUMENTED_ACTIVE,4,0,/report-management/game-platform-report/list | /report-management/game-reports/list | /report-management/game-types-report/list | /system/order-monitor,page initialization,200,True,fat-admin-endpoint-summary.csv
POST,/admin/finance/adjust/insert,ACTIVE,2,0,Member Detail,Credit or Debit → Credit Top-up | Credit or Debit → Debit Deduction (restore),200,True,record-flow-member-write-action-endpoint.csv
POST,/admin/finance/adjust/list,ACTIVE,7,0,/risk-control/up-down-score | Member / Member Detail | Member Detail,Apply registered filters via Query | Credit/Debit Records verification | Debit Records | Query | Reset | Total Top-ups → View Credit/Debit Records | page initialization,200,True,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-write-action-endpoint.csv
POST,/admin/finance/deposit/list,ACTIVE,7,0,/payment/recharge-orders/list | Deposit Record | Member / Member Detail,Apply registered filters via Query | Deposit Record | Query | Query / 查 询 | Reset | Reset / Reset Data | page initialization,200,True | true,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
POST,/admin/finance/deposit/risk/list,UNDOCUMENTED_ACTIVE,1,0,/risk-control/dw-audit,Deposit Order,200,True,fat-admin-endpoint-summary.csv
POST,/admin/finance/lazada/order/list,ACTIVE,4,0,/payment/recharge-card-orders/list,Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
POST,/admin/finance/tokens/transaction/list,UNDOCUMENTED_ACTIVE,5,1,/operations/mall-management | Member / Member Detail | Member Detail | Token Wallet Transaction,Available Mall Tokens → View Token Wallet | Query / 查 询 | Reset / Reset Data | Token Wallet Transaction | View Token Wallet | oken Transaction Summary,200,False | True | true,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv | record-flow-member-write-action-endpoint.csv
POST,/admin/finance/transaction/list,ACTIVE,6,0,/payment/transaction-orders | Member / Member Detail | Wallet Transaction Change,Query | Query / 查 询 | Reset | Reset / Reset Data | Wallet Transaction Change | page initialization,200,True | true,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
POST,/admin/finance/turnover/add,ACTIVE,1,0,Member Detail,流水要求调整 → 增加 1,200,true,record-flow-member-write-action-endpoint.csv
POST,/admin/finance/turnover/sub,ACTIVE,1,0,Member Detail,流水要求调整 → 扣除 1 restore,200,true,record-flow-member-write-action-endpoint.csv
POST,/admin/finance/withdraw/list,ACTIVE,7,0,/payment/withdraw-orders/list | Member / Member Detail | Withdrawal Record,Apply registered filters via Query | Query | Query / 查 询 | Reset | Reset / Reset Data | Withdrawal Record | page initialization,200,True | true,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
POST,/admin/finance/withdraw/risk/audit/list,UNDOCUMENTED_ACTIVE,4,0,/risk-control/dw-audit,Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
POST,/admin/finance/withdraw/risk/list,UNDOCUMENTED_ACTIVE,1,0,/risk-control/dw-audit,Withdrawal Order,200,True,fat-admin-endpoint-summary.csv
POST,/admin/game/dicttypetag/list,ACTIVE,6,0,/gamev2/game-management | /gamev2/manufacturer-management,Reset | Type Directory / Category Director | page initialization,200,True,fat-admin-endpoint-summary.csv
POST,/admin/game/dictweighttag/list,ACTIVE,3,0,/gamev2/game-management,Reset | Weighted Tag / Directory Maintenance | page initialization,200,True,fat-admin-endpoint-summary.csv
POST,/admin/game/search,ACTIVE,498,1,/agency-management/agency-statistical | /game/bet-orders | /gamev2/freespin-grants | /gamev2/freespin-import-logs | /gamev2/game-management | /gamev2/manufacturer-management | /gamev2/venue-settings | /home | /kyc | /logs/list | /member-center/list | /member-management/inviter-transfer-records | /member-management/vip-checkin-log | /member-management/vip-config | /member-management/vip-rewards | /operations/activity-expenditure-audit | /operations/activity-list | /operations/advertisement-tracking | /operations/client-config | /operations/daily-reports | /operations/friend-invite | /operations/home-sections | /operations/in-site-message | /operations/jackpot-board | /operations/mall-management | /operations/marquee-management | /operations/material-management | /operations/message-templates | /operations/ops-tools | /operations/recharge-template | /payment/betting-slip/list | /payment/channel-ordersV2 | /payment/recharge-card-orders/list | /payment/recharge-orders/list | /payment/transaction-orders | /payment/withdraw-orders/list | /promo-marketing/channels | /promo-marketing/effect-evaluation | /promo-marketing/first-deposit-daily-active | /promo-marketing/promotion-data | /promo-marketing/register-daily-active | /promo-marketing/statistical-reports | /report-management/game-platform-report/list | /report-management/game-reports/list | /report-management/game-types-report/list | /report-management/member-daily-game-stats | /report-management/member-daily-stats | /risk-control/dw-audit | /risk-control/risk-logs | /risk-control/temporary-restriction-list | /risk-control/up-down-score | /site-management/domain-management | /system/order-monitor | /system/role | /system/sms-otp | /system/staff | /whitelist/list | Bonus Log | Member Detail | login,2 | 287 | 3 | 4 | 5 | Apply registered filters via Query | Approved Order Count | Modify Configuration | Query | Reset | login flow | page initialization | ••• | 流水要求调整 → open game restriction tree,200,False | None | True | true,fat-admin-endpoint-summary.csv | record-flow-member-tab-readonly-action-endpoint.csv | record-flow-member-write-action-endpoint.csv
