surface,top_menu,page_name,page_route,control_type,action_name,method,normalized_path,query_fields,path_fields,body_fields,header_fields,parameter_source,http_status,business_status,response_structure,auth_role,side_effect,before_state,after_state,original_category,original_name,original_source_file,classification,currently_used_by_ui,evidence,anomaly,blocked_scope
admin,Member Management,Member,/member-center/list,button,Risk Control,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""button"", ""name"": ""Risk Control"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Member Management,Member,/member-center/list,button,XP Growth Log,GET,/admin/priv/check,path,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,object; keys=rights,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/permission,权限检查,后台/系统管理/权限管理/权限检查.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 85; exact selector {""role"": ""button"", ""name"": ""XP Growth Log"", ""exact"": true}",,
admin,Member Management,Member,/member-center/list,button,XP Growth Log,GET,/admin/vip/xp/list,"end_at,page,page_size,start_at,uid",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,summary,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,xp成长日志 - felix,后台/VIP/xp成长日志 - felix.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 86; exact selector {""role"": ""button"", ""name"": ""XP Growth Log"", ""exact"": true}",,
admin,Member Management,VIP Check-in Log,/member-management/vip-checkin-log,button,Check-in Cycle,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Check-in Cycle"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Member Management,VIP Config,/member-management/vip-config,button,Reward Flow,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Reward Flow"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Member Management,VIP Config,/member-management/vip-config,button,XP Calculation,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""XP Calculation"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Member Management,VIP Rewards,/member-management/vip-rewards,button,Reward Flow,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Reward Flow"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Operation Management,Promotion List,/operations/activity-list,button,Copy,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""button"", ""name"": ""Copy"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Promotion List,/operations/activity-list,button,Modify Configuration,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,,unknown,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 389; exact selector {""role"": ""button"", ""name"": ""Modify Configuration"", ""exact"": true}",,
admin,Operation Management,Promotion List,/operations/activity-list,button,Modify Configuration,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 387,388; exact selector {""role"": ""button"", ""name"": ""Modify Configuration"", ""exact"": true}",,
admin,Operation Management,Ad Tracking/Buried Point,/operations/advertisement-tracking,button,Modify,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Modify"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Operation Management,Friend Invite,/operations/friend-invite,button,Diagrams,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Diagrams"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Operation Management,Friend Invite,/operations/friend-invite,button,Level Map,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Level Map"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Operation Management,Friend Invite,/operations/friend-invite,button,Settings,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Settings"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Operation Management,Member station message,/operations/in-site-message,button,Copy,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""button"", ""name"": ""Copy"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Jackpot Board,/operations/jackpot-board,button,Exclusion & Privacy List,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Exclusion & Privacy List"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Operation Management,Jackpot Board,/operations/jackpot-board,button,Settings,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Settings"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Operation Management,Market Management,/operations/mall-management,button,Copy,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""button"", ""name"": ""Copy"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Material Management,/operations/material-management,button,Material Type Settings,GET,/admin/ad/material/type/list,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,list,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,素材种类列表,后台/运营管理/客户端管理/素材管理/素材种类列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 333; exact selector {""role"": ""button"", ""name"": ""Material Type Settings"", ""exact"": true}",,
admin,Finance Management,Payment Channels,/payment/channel-ordersV2,button,添加存款渠道,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""添加存款渠道"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Finance Management,Payment Channels,/payment/channel-ordersV2,button,编辑,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""button"", ""name"": ""编辑"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Promo Marketing,Channel Management,/promo-marketing/channels,button,Copy,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""button"", ""name"": ""Copy"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Promo Marketing,Promo Marketing Effect,/promo-marketing/effect-evaluation,button,搜索,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""搜索"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Promo Marketing,Promo Marketing Effect,/promo-marketing/effect-evaluation,button,重 置,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""button"", ""name"": ""重 置"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Promo Marketing,Promo Data,/promo-marketing/promotion-data,button,修改,GET,/admin/channel/promoData/consumption,day,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/promo,推广数据面板消耗详情-todo,后台/运营管理/推广管理/推广数据/推广数据面板消耗详情-todo.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 617; exact selector {""role"": ""button"", ""name"": ""修改"", ""exact"": true}",,
admin,Promo Marketing,Promo Data,/promo-marketing/promotion-data,button,查看,GET,/admin/channel/promoData/logs,"channel_id,day,page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/promo,推广数据日志-todo,后台/运营管理/推广管理/推广数据/推广数据日志-todo.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 637; exact selector {""role"": ""button"", ""name"": ""查看"", ""exact"": true}",,
admin,Promo Marketing,Register Daily Active,/promo-marketing/register-daily-active,button,搜索,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""搜索"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Promo Marketing,Register Daily Active,/promo-marketing/register-daily-active,button,重 置,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""button"", ""name"": ""重 置"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Report Management,Member Daily Game Stats,/report-management/member-daily-game-stats,button,查 询,GET,/admin/reports/member-daily-game/aggregate,"end_date,field,page,page_size,start_date",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=a,d,s,subtotal,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,会员每日游戏报表--汇总列表,后台/报表管理/会员每日游戏报表--汇总列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 279; exact selector {""role"": ""button"", ""name"": ""查 询"", ""exact"": true}",,
admin,Report Management,Member Daily Stats,/report-management/member-daily-stats,button,Invite,GET,/admin/reports/invite,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/report,邀请统计--列表,后台/报表管理/邀请统计--列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 207; exact selector {""role"": ""button"", ""name"": ""Invite"", ""exact"": true}",,
admin,Report Management,Member Daily Stats,/report-management/member-daily-stats,button,Personal,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""button"", ""name"": ""Personal"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Report Management,Member Daily Stats,/report-management/member-daily-stats,button,数据导出,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""数据导出"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Report Management,Member Daily Stats,/report-management/member-daily-stats,button,查 询,GET,/admin/reports/member,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/report,个人统计--列表,后台/报表管理/个人统计--列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 225; exact selector {""role"": ""button"", ""name"": ""查 询"", ""exact"": true}",,
admin,Report Management,Member Daily Stats,/report-management/member-daily-stats,button,重 置,GET,/admin/reports/member,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/report,个人统计--列表,后台/报表管理/个人统计--列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 243; exact selector {""role"": ""button"", ""name"": ""重 置"", ""exact"": true}",,
admin,Site Management,Domain Management,/site-management/domain-management,button,Set Share Domain,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""button"", ""name"": ""Set Share Domain"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,System,Role Configuration,/system/role,button,Permissions,GET,/admin/priv/by/group,gid,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,list,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/permission,角色权限列表,后台/系统管理/权限管理/角色权限列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 813; exact selector {""role"": ""button"", ""name"": ""Permissions"", ""exact"": true}",,
admin,System,Role Configuration,/system/role,button,Permissions,GET,/admin/priv/list,pid,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,list,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/permission,权限列表,后台/系统管理/权限管理/权限列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 814,815,816,817,818,819,820,821,822,823,824,825,826,827,828,829,830,831,832,833; exact selector {""role"": ""button"", ""name"": ""Permissions"", ""exact"": true}",,
admin,System,SMS Verification Code,/system/sms-otp,button,SMS Provider Configuration,GET,/admin/sms/conf/list,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,list,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/auth,短信配置,后台/短信发送列表/短信配置.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 851; exact selector {""role"": ""button"", ""name"": ""SMS Provider Configuration"", ""exact"": true}",,
