surface,top_menu,page_name,page_route,control_type,action_name,method,normalized_path,query_fields,path_fields,body_fields,header_fields,parameter_source,http_status,business_status,response_structure,auth_role,side_effect,before_state,after_state,original_category,original_name,original_source_file,classification,currently_used_by_ui,evidence,anomaly,blocked_scope
admin,Game,Game List Management,/gamev2/game-management,button,Export,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Export"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Game,Game List Management,/gamev2/game-management,button,Query,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2266; exact selector {""role"": ""button"", ""name"": ""Query"", ""exact"": true}",,
admin,Game,Game List Management,/gamev2/game-management,button,Reset,POST,/admin/game/dicttypetag/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+获取 <类型标签> 列表-owen,后台/game管理/游戏管理/+获取 -类型标签- 列表-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2241; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Game,Game List Management,/gamev2/game-management,button,Reset,POST,/admin/game/dictweighttag/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+获取 <权重标签> 列表-owen,后台/game管理/游戏管理/+获取 -权重标签- 列表-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2240; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Game,Game List Management,/gamev2/game-management,button,Reset,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2244; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Game,Game List Management,/gamev2/game-management,button,Reset,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2242; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Game,Game List Management,/gamev2/game-management,button,Reset,POST,/admin/platform/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+查询厂商列表-owen,后台/game管理/厂商管理/+查询厂商列表-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2243; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Game,Provider Management,/gamev2/manufacturer-management,button,Query,POST,/admin/platform/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+查询厂商列表-owen,后台/game管理/厂商管理/+查询厂商列表-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2218; exact selector {""role"": ""button"", ""name"": ""Query"", ""exact"": true}",,
admin,Game,Provider Management,/gamev2/manufacturer-management,button,Reset,POST,/admin/game/dicttypetag/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+获取 <类型标签> 列表-owen,后台/game管理/游戏管理/+获取 -类型标签- 列表-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2198; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Game,Provider Management,/gamev2/manufacturer-management,button,Reset,POST,/admin/platform/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+查询厂商列表-owen,后台/game管理/厂商管理/+查询厂商列表-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2199; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Game,Venue Management,/gamev2/venue-settings,button,Query,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2179; exact selector {""role"": ""button"", ""name"": ""Query"", ""exact"": true}",,
admin,Game,Venue Management,/gamev2/venue-settings,button,Reset,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 2161; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Home,Home,/home,button,Reset,GET,/admin/reports/bi/basic,report_type,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=arppu,arpu,balance,bets_deposit,bets_people,deposit_amount,deposit_people,dw_diff,ebingo_ggr,first_deposit,first_deposit_amount,game_ggr,ggr,injection_rate,login_count,new_deposit,new_deposit_amount,refill_deposit,refill_deposit_amount,reg_count,report_type,sports_ggr,valid_bet_amount,withdraw_amount,withdraw_people,ws_ggr",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/report,首页BI,后台/报表/首页BI.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 31; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Home,Home,/home,button,Search,GET,/admin/reports/bi/basic,report_type,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=arppu,arpu,balance,bets_deposit,bets_people,deposit_amount,deposit_people,dw_diff,ebingo_ggr,first_deposit,first_deposit_amount,game_ggr,ggr,injection_rate,login_count,new_deposit,new_deposit_amount,refill_deposit,refill_deposit_amount,reg_count,report_type,sports_ggr,valid_bet_amount,withdraw_amount,withdraw_people,ws_ggr",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/report,首页BI,后台/报表/首页BI.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 50; exact selector {""role"": ""button"", ""name"": ""Search"", ""exact"": true}",,
admin,KYC,KYC,/kyc,button,Query,POST,/admin/kyc/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/kyc,获取 kyc 列表 - double/owen,后台/kyc/获取 kyc 列表 - double-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 88; exact selector {""role"": ""button"", ""name"": ""Query"", ""exact"": true}",,
admin,KYC,KYC,/kyc,button,Reset,POST,/admin/kyc/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/kyc,获取 kyc 列表 - double/owen,后台/kyc/获取 kyc 列表 - double-owen.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 69; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Logs,Logs,/logs/list,button,Export,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Export"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Logs,Logs,/logs/list,button,Query,GET,/admin/log/list,"end_time,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,操作日志,代理管理后台/系统/操作日志.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 124; exact selector {""role"": ""button"", ""name"": ""Query"", ""exact"": true}",,
admin,Logs,Logs,/logs/list,button,Reset,GET,/admin/log/list,"end_time,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,操作日志,代理管理后台/系统/操作日志.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 106; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Member Management,Member,/member-center/list,button,Batch query,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Batch query"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Member Management,Member,/member-center/list,button,Export,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Export"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Member Management,Member,/member-center/list,button,Query,POST,/admin/member/list,,,"end_time,page,page_size,start_time","accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Body: current page form/filter and UI defaults; Header: authenticated browser session/runtime,200,True,"object; keys=d,page,page_size,summary,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,,,,UNDOCUMENTED_ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 198; exact selector {""role"": ""button"", ""name"": ""Query"", ""exact"": true}",,
admin,Member Management,Member,/member-center/list,button,Reset,GET,/admin/channel/manage/dict,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,list,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,渠道管理字典-todo,后台/运营管理/推广管理/渠道管理/渠道管理字典-todo.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 178; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Member Management,Member,/member-center/list,button,Reset,POST,/admin/member/list,,,"end_time,page,page_size,start_time","accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Body: current page form/filter and UI defaults; Header: authenticated browser session/runtime,200,True,"object; keys=d,page,page_size,summary,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,,,,UNDOCUMENTED_ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 179; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
admin,Member Management,Member,/member-center/list,button,View Details,GET,/admin/finance/member/wallet,uid,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=balance,locked,uid,withdrawable",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/finance,会员钱包 - wesley,后台/会员列表/会员钱包 - wesley.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 237; exact selector {""role"": ""button"", ""name"": ""View Details"", ""exact"": true}",,
admin,Member Management,Member,/member-center/list,button,View Details,GET,/admin/kyc/detail,uid,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=attachments,birthday,blacklist_status,comment,country_code,created_at,current_address,external_information,extra_details,first_name,gender,id_number,id_type,issue,issue_fields,issue_msg,kyc_status,last_name,member,middle_name,nationality,nature_of_work,nearest_branch,occupation,ocr,ocr_result,ocr_status,permanent_address,phone,place_of_birth,review_times,reviewer,same_uids,same_uids_count,sid,signature_id,source_of_income,status,tokens,uid,updated_at,user_message,version",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/kyc,获取 kyc 详情 - double,后台/kyc/获取 kyc 详情 - double.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 235; exact selector {""role"": ""button"", ""name"": ""View Details"", ""exact"": true}",,
admin,Member Management,Member,/member-center/list,button,View Details,GET,/admin/member/detail,uid,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=activity_gift,agent_opened_at,agent_settle_type,associated_parties,available_balance,available_coin,avatar,balance,banned_state,bet_amount,bet_count,betting_turnover,block_state,buy_feature_finished,change_count,channel_name,created_at,created_note,currency_type,customer_channels,deposit_amount,deposit_count,deposit_multiple,deposit_multiple_type,difference,direct_referral_count,email,gender,ggr,has_login_password,indirect_referral_count,is_agent,last_changed_at,last_login_at,last_login_device,left_turnover,left_turnover_count,locked,nickname,note,parent_uid,phone,platform_deposit_multiple,referral_code,risk_level,risk_tag,sid,source,status,store_name,tags,tester,third_party_name,third_party_ty,tokens_balance,total_up,uid,unavailable_balance,updated_at,upline_count,username,version,vip_category,vip_level,vip_manual_level,vip_score,visit_count,wallet,win_amount,withdraw_method,withdrawable_balance,withdrawal_amount,withdrawal_count,xp",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/member,会员详情 - seven/double,后台/会员列表/会员详情 - seven-double.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 238; exact selector {""role"": ""button"", ""name"": ""View Details"", ""exact"": true}",,
admin,Member Management,Member,/member-center/list,button,View Details,GET,/admin/priv/check,path,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,object; keys=rights,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/permission,权限检查,后台/系统管理/权限管理/权限检查.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 236; exact selector {""role"": ""button"", ""name"": ""View Details"", ""exact"": true}",,
admin,Member Management,Inviter Transfer Records,/member-management/inviter-transfer-records,button,Export,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=SKIPPED_NOT_ACTIONABLE; exact selector {""role"": ""button"", ""name"": ""Export"", ""exact"": true}",,Control was not actionable in the fresh page state
admin,Member Management,Inviter Transfer Records,/member-management/inviter-transfer-records,button,Query,GET,/admin/promo/invite/friends/transfer/list,"page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/promo,好友转线列表,后台/运营管理/邀请好友/好友转线列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 395; exact selector {""role"": ""button"", ""name"": ""Query"", ""exact"": true}",,
admin,Member Management,Inviter Transfer Records,/member-management/inviter-transfer-records,button,Reset,GET,/admin/promo/invite/friends/transfer/list,"page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/promo,好友转线列表,后台/运营管理/邀请好友/好友转线列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 377; exact selector {""role"": ""button"", ""name"": ""Reset"", ""exact"": true}",,
