surface,top_menu,page_name,page_route,control_type,action_name,method,normalized_path,query_fields,path_fields,body_fields,header_fields,parameter_source,http_status,business_status,response_structure,auth_role,side_effect,before_state,after_state,original_category,original_name,original_source_file,classification,currently_used_by_ui,evidence,anomaly,blocked_scope
admin,Logs,Logs,/logs/list,pagination,6,GET,/admin/log/list,"end_time,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,操作日志,代理管理后台/系统/操作日志.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 102; exact selector {""locator"": "".ant-pagination a, .ant-pagination button"", ""accessible_name"": ""6""}",,
admin,Operation Management,Promotion Spend Audit,/operations/activity-expenditure-audit,tab,Approved Bonus,GET,/admin/bonus/review/noneed/list,"created_end_at,created_start_at,page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,summary,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,导出过审礼金列表 - felix.bru,后台/礼金/导出过审礼金列表 - felix.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 1271; exact selector {""role"": ""tab"", ""name"": ""Approved Bonus"", ""exact"": true}",,
admin,Operation Management,Promotion List,/operations/activity-list,tab,Limited-Time Event (Active),,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""Limited-Time Event (Active)"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Promotion List,/operations/activity-list,tab,Limited-Time Event (Expired),GET,/admin/promo/list,"page,page_size,state",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t,update_users",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/promo,活动列表 - felix,后台/活动/活动列表 - felix.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 1234; exact selector {""role"": ""tab"", ""name"": ""Limited-Time Event (Expired)"", ""exact"": true}",,
admin,Operation Management,Promotion List,/operations/activity-list,tab,Limited-Time Event (Expired),POST,/admin/user/list,,,"page,page_size","accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Body: current page form/filter and UI defaults; Header: authenticated browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,,,,UNDOCUMENTED_ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 1233; exact selector {""role"": ""tab"", ""name"": ""Limited-Time Event (Expired)"", ""exact"": true}",,
admin,Operation Management,Promotion List,/operations/activity-list,tab,VIP Task Center,POST,/admin/promo/task/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,,,,UNDOCUMENTED_ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 1253; exact selector {""role"": ""tab"", ""name"": ""VIP Task Center"", ""exact"": true}",,
admin,Operation Management,Ad Tracking/Buried Point,/operations/advertisement-tracking,tab,Full-site Tracking,GET,/admin/buriedPoint/list,"page,page_size,ty",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,埋点列表-todo,后台/埋点/埋点列表-todo.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 1308; exact selector {""role"": ""tab"", ""name"": ""Full-site Tracking"", ""exact"": true}",,
admin,Operation Management,Ad Tracking/Buried Point,/operations/advertisement-tracking,tab,Specific Tracking Point,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""Specific Tracking Point"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Client Configuration,/operations/client-config,tab,Compliance Switch,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""Compliance Switch"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Client Configuration,/operations/client-config,tab,FAQ,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""FAQ"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Client Configuration,/operations/client-config,tab,Privacy Policy,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""Privacy Policy"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Client Configuration,/operations/client-config,tab,Shop Client,GET,/admin/shop/gs/list,"page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,object; keys=list,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,门店列表,后台/运营管理/客户端管理/门店客户端/门店列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 921; exact selector {""role"": ""tab"", ""name"": ""Shop Client"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,Terms of Services,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""Terms of Services"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Client Configuration,/operations/client-config,tab,VIP,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""VIP"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Client Configuration,/operations/client-config,tab,glife1,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 1020; exact selector {""role"": ""tab"", ""name"": ""glife1"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,glife2,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 1040; exact selector {""role"": ""tab"", ""name"": ""glife2"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,h5/app Filplay,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 1000; exact selector {""role"": ""tab"", ""name"": ""h5/app Filplay"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,h5/app Filslots,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 980; exact selector {""role"": ""tab"", ""name"": ""h5/app Filslots"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,h5/app Flibet,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""h5/app Flibet"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Client Configuration,/operations/client-config,tab,h5/app Fligame,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 960; exact selector {""role"": ""tab"", ""name"": ""h5/app Fligame"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,lazada,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 1080; exact selector {""role"": ""tab"", ""name"": ""lazada"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,maya,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 1060; exact selector {""role"": ""tab"", ""name"": ""maya"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,pagor声明,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 730; exact selector {""role"": ""tab"", ""name"": ""pagor声明"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,rewards(welfare),,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""rewards(welfare)"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Client Configuration,/operations/client-config,tab,三方登录开关,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""三方登录开关"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Client Configuration,/operations/client-config,tab,中间banner,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 590; exact selector {""role"": ""tab"", ""name"": ""中间banner"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,充值倍率设置,,,,,,,No request captured,,,unverified,FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed,Page loaded,No request captured,,,,DOCUMENTED_UNVERIFIED,CONTROL_PRESENT_NO_REQUEST,"fat-admin-explicit-read-actions.json execution status=CLICKED; exact selector {""role"": ""tab"", ""name"": ""充值倍率设置"", ""exact"": true}",,Click produced no XHR/fetch; navigation/DOM effect requires follow-up
admin,Operation Management,Client Configuration,/operations/client-config,tab,加载页banner,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 610; exact selector {""role"": ""tab"", ""name"": ""加载页banner"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,底部公示,POST,/admin/banner/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: authenticated browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 690; exact selector {""role"": ""tab"", ""name"": ""底部公示"", ""exact"": true}",,
admin,Operation Management,Client Configuration,/operations/client-config,tab,版本号管理,GET,/admin/client/version/list,"page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: current page filter/pagination; Header: authenticated browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact role/permission mapping pending,No mutation observed; registered low-risk interaction,Page reloaded and Network reached quiet state before action,Action response captured; no business mutation observed,admin/other,版本管理列表,后台/运营管理/客户端管理/版本号管理/版本管理列表.bru,ACTIVE,YES,"fat-admin-explicit-read-actions.json Network events 710; exact selector {""role"": ""tab"", ""name"": ""版本号管理"", ""exact"": true}",,
