top_menu,page_name,page_permission_path,action_name,method,normalized_path,parameter_fields,parameter_source,http_status,business_status,response_structure,auth_role,side_effect,before_state,after_state,original_category,original_name,classification,currently_used_by_ui,evidence,blocked_scope
风控管理,流水记录,/risk/turnover,流水记录-列表,GET,/admin/finance/turnover/list,page|page_size|uid,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/finance,会员流水明细,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
风控管理,流水记录,/risk/turnover,流水记录-清零,POST,/admin/finance/turnover/clear,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/finance,会员流水-清零 | 会员流水清理-light,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
风控管理,流水记录,/risk/turnover,流水记录-增加,POST,/admin/finance/turnover/add,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/finance,会员流水-增加,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
风控管理,流水记录,/risk/turnover,流水记录-扣减,POST,/admin/finance/turnover/sub,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/finance,会员流水-扣减,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
风控管理,流水记录,/risk/turnover,流水记录-异动记录,GET,/admin/finance/turnover/change/list,page|page_size,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/finance,会员流水-异动记录,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
风控管理,风控日志,/admin/member/risk,风控日志--列表,GET,/admin/member/risk/log,remark,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/member,风控日志,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
风控管理,风控日志,/admin/member/risk,风控日志--风控调整,POST,/admin/member/risk/update,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/member,风控调整,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
游戏,游戏记录,/admin/record/game,刷新游戏,,/admin/game/refresh,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,,,UNDOCUMENTED_CANDIDATE,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
游戏,游戏记录,/admin/record/game,更新游戏,POST,/admin/game/update,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/game,+游戏条目更新-owen,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
游戏,游戏记录,/admin/record/game,搜索游戏,POST,/admin/game/search,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/game,+游戏列表查询-owen-aliang,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
游戏,游戏记录,/admin/record/game,导出游戏列表,POST,/admin/game/search/export,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/game,+游戏列表查询-结果导出-owen,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
游戏,游戏记录,/admin/record/game,游戏类型标签列表,POST,/admin/game/dicttypetag/list,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/game,+获取 <类型标签> 列表-owen,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
游戏,游戏记录,/admin/record/game,新增游戏类型标签,POST,/admin/game/dicttypetag/insert,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/game,+添加 <类型标签>-owen,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
游戏,游戏记录,/admin/record/game,更新游戏类型标签状态,POST,/admin/game/dicttypetag/update/state,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/game,+修改 <类型标签>-owen,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
游戏,游戏记录,/admin/record/game,游戏权重标签列表,POST,/admin/game/dictweighttag/list,TO_CAPTURE,inventory/runtime query names only; body and UI source TO_CAPTURE,,,unverified,current FAT admin; exact role name TO_CAPTURE,TO_VERIFY_BEFORE_WRITE,not captured,not captured,admin/game,+获取 <权重标签> 列表-owen,DOCUMENTED_UNVERIFIED,UNVERIFIED_PENDING_UI_SCAN,permission tree + FAT bundle,awaiting UI interaction and Network evidence
